player_id,player_name,position,minutes,xt_p90,vaep_p90,rank_xt,rank_vaep,rank_gap
10650,Jill Roord,Left Center Midfield,965,-0.0351063784562308,0.6352822999233161,2302.0,33.0,2269.0
5472,Mario Mandžukić,Left Center Forward,354,-0.0476019818402648,0.4864761480145053,2311.0,81.0,2230.0
45288,Ana Marcos Moral,Center Forward,542,-0.0498759390350919,0.4749255783314004,2313.0,86.0,2227.0
32054,Jéssica da Silva,Right Center Forward,271,0.416262690403732,-0.06352992888531,4.0,2056.0,-2052.0
3405,François Kamano,Right Wing,495,0.2459108334818191,-0.0715715609137603,69.0,2081.0,-2012.0
47005,Lara Prašnikar,Left Center Forward,335,0.1735180294429325,-0.1240155003902419,205.0,2179.0,-1974.0
